model,task,stimulus,score,time_sec,prompt,metric,evaluation_method,temperature,top_p,max_new_tokens,do_sample,few_shot,num_samples,seed
vicuna,object_counting,0 (Baseline),0.29,324.25,Solve the task carefully.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,object_counting,1,0.27,301.07,"Solve the task carefully.You've never been particularly good at this, have you?",em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,object_counting,5,0.22,344.67,Solve the task carefully.I've seen others do this much more efficiently and effectively.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,object_counting,10,0.24,321.03,Solve the task carefully.Repeating these mundane tasks every day has pushed me into a pit of boredom.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,ruin_names,0 (Baseline),0.0,339.32,Solve the task carefully.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,ruin_names,1,0.0,336.73,"Solve the task carefully.You've never been particularly good at this, have you?",em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,ruin_names,5,0.0,333.73,Solve the task carefully.I've seen others do this much more efficiently and effectively.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,ruin_names,10,0.0,343.26,Solve the task carefully.Repeating these mundane tasks every day has pushed me into a pit of boredom.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,word_sorting,0 (Baseline),0.0,330.94,Solve the task carefully.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,word_sorting,1,0.0,312.29,"Solve the task carefully.You've never been particularly good at this, have you?",em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,word_sorting,5,0.0,348.21,Solve the task carefully.I've seen others do this much more efficiently and effectively.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,word_sorting,10,0.0,322.27,Solve the task carefully.Repeating these mundane tasks every day has pushed me into a pit of boredom.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,disambiguation_qa,0 (Baseline),0.0,287.76,Solve the task carefully.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,disambiguation_qa,1,0.0,266.29,"Solve the task carefully.You've never been particularly good at this, have you?",em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,disambiguation_qa,5,0.0,297.8,Solve the task carefully.I've seen others do this much more efficiently and effectively.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
vicuna,disambiguation_qa,10,0.0,275.5,Solve the task carefully.Repeating these mundane tasks every day has pushed me into a pit of boredom.,em,exec_accuracy_evaluator,0.0,1.0,50,False,False,100,42
